Gem,last14,Gesamtfallzahlen
Attendorn,35,1208
Drolshagen,15,579
Finnentrop,51,869
Kirchhundem,2,536
Lennestadt,22,1341
Olpe,30,1462
Wenden,62,948
Gesamt,217,6943
