Gem,last14,Gesamtfallzahlen
Attendorn,6,1018
Drolshagen,1,514
Finnentrop,3,719
Kirchhundem,1,451
Lennestadt,11,1191
Olpe,29,1168
Wenden,1,770
Gesamt,52,5831
