Gem,last14,Gesamtfallzahlen
Attendorn,92,1404
Drolshagen,118,782
Finnentrop,45,1000
Kirchhundem,28,577
Lennestadt,73,1486
Olpe,125,1732
Wenden,80,1107
Gesamt,561,8088
