Gem,last14,Gesamtfallzahlen
Attendorn,41,1157
Drolshagen,13,559
Finnentrop,8,795
Kirchhundem,9,512
Lennestadt,13,1298
Olpe,38,1379
Wenden,18,860
Gesamt,140,6560
