Gem,last14,Gesamtfallzahlen
Attendorn,6,1024
Drolshagen,1,516
Finnentrop,1,722
Kirchhundem,0,452
Lennestadt,2,1193
Olpe,5,1177
Wenden,2,774
Gesamt,17,5858
