Gem,last14,Gesamtfallzahlen
Attendorn,65,1345
Drolshagen,101,726
Finnentrop,66,979
Kirchhundem,16,560
Lennestadt,59,1444
Olpe,104,1653
Wenden,62,1056
Gesamt,473,7763
