Gem,last14,Gesamtfallzahlen
Attendorn,31,1073
Drolshagen,5,524
Finnentrop,22,758
Kirchhundem,16,472
Lennestadt,58,1260
Olpe,60,1261
Wenden,21,804
Gesamt,213,6152
