Gem,last14,Gesamtfallzahlen
Attendorn,34,1126
Drolshagen,25,554
Finnentrop,22,793
Kirchhundem,15,503
Lennestadt,15,1288
Olpe,48,1352
Wenden,24,847
Gesamt,183,6463
