Gem,last14,Gesamtfallzahlen
Attendorn,91,1394
Drolshagen,113,771
Finnentrop,48,999
Kirchhundem,26,575
Lennestadt,71,1482
Olpe,120,1719
Wenden,77,1099
Gesamt,546,8039
