Gem,last14,Gesamtfallzahlen
Attendorn,5,1025
Drolshagen,0,517
Finnentrop,4,727
Kirchhundem,3,455
Lennestadt,4,1198
Olpe,5,1182
Wenden,6,781
Gesamt,27,5885
