Gem,last14,Gesamtfallzahlen
Attendorn,97,1442
Drolshagen,87,813
Finnentrop,32,1011
Kirchhundem,37,597
Lennestadt,73,1517
Olpe,124,1777
Wenden,87,1143
Gesamt,537,8300
