Gem,last14,Gesamtfallzahlen
Attendorn,33,1157
Drolshagen,6,559
Finnentrop,5,795
Kirchhundem,22,525
Lennestadt,11,1299
Olpe,34,1383
Wenden,17,861
Gesamt,128,6579
