Gem,last14,Gesamtfallzahlen
Attendorn,94,1458
Drolshagen,79,821
Finnentrop,30,1015
Kirchhundem,29,602
Lennestadt,67,1528
Olpe,128,1801
Wenden,94,1166
Gesamt,521,8391
