Gem,last14,Gesamtfallzahlen
Attendorn,54,1491
Drolshagen,41,843
Finnentrop,24,1034
Kirchhundem,18,611
Lennestadt,40,1549
Olpe,113,1874
Wenden,78,1212
Gesamt,368,8614
