Gem,last14,Gesamtfallzahlen
Attendorn,36,1092
Drolshagen,10,529
Finnentrop,30,771
Kirchhundem,29,488
Lennestadt,49,1272
Olpe,76,1304
Wenden,28,823
Gesamt,258,6279
