Gem,last14,Gesamtfallzahlen
Attendorn,37,1107
Drolshagen,14,537
Finnentrop,25,779
Kirchhundem,29,498
Lennestadt,26,1281
Olpe,70,1323
Wenden,34,837
Gesamt,235,6362
