Gem,last14,Gesamtfallzahlen
Attendorn,9,1028
Drolshagen,0,517
Finnentrop,4,728
Kirchhundem,2,456
Lennestadt,5,1199
Olpe,8,1187
Wenden,6,781
Gesamt,34,5896
