Gem,last14,Gesamtfallzahlen
Attendorn,60,1236
Drolshagen,20,585
Finnentrop,66,886
Kirchhundem,2,537
Lennestadt,30,1351
Olpe,43,1478
Wenden,71,961
Gesamt,292,7034
