Gem,last14,Gesamtfallzahlen
Attendorn,15,1172
Drolshagen,4,563
Finnentrop,19,814
Kirchhundem,20,532
Lennestadt,19,1317
Olpe,43,1422
Wenden,20,880
Gesamt,140,6700
