,10_14_2021,10_13_2021
Altenberge,436,434
Emsdetten,1621,1621
Greven,1789,1786
Hopsten,346,346
Hörstel,868,865
Horstmar,247,247
Ibbenbüren,2208,2205
Ladbergen,221,220
Laer,221,221
Lengerich,1414,1412
Lienen,278,275
Lotte,677,673
Metelen,304,304
Mettingen,573,572
Neuenkirchen,561,558
Nordwalde,515,513
Ochtrup,992,985
Recke,546,546
Rheine,3754,3741
Saerbeck,215,215
Steinfurt,1482,1481
Tecklenburg,319,317
Westerkappeln,429,428
Wettringen,346,345
