,01_27_2022,01_26_2022
Altenberge,791,775
Emsdetten,2919,2849
Greven,3267,3182
Hopsten,588,580
Hörstel,1796,1768
Horstmar,472,468
Ibbenbüren,4510,4380
Ladbergen,420,409
Laer,463,446
Lengerich,2664,2579
Lienen,722,696
Lotte,1471,1416
Metelen,525,509
Mettingen,1075,1026
Neuenkirchen,1285,1255
Nordwalde,895,880
Ochtrup,2041,1967
Recke,993,962
Rheine,7454,7264
Saerbeck,538,524
Steinfurt,3098,3026
Tecklenburg,580,561
Westerkappeln,885,849
Wettringen,873,832
