,11_01_2021,10_31_2021
Altenberge,453,452
Emsdetten,1689,1685
Greven,1833,1826
Hopsten,365,365
Hörstel,911,911
Horstmar,257,257
Ibbenbüren,2347,2340
Ladbergen,221,221
Laer,222,222
Lengerich,1453,1453
Lienen,299,299
Lotte,726,723
Metelen,304,304
Mettingen,581,582
Neuenkirchen,623,621
Nordwalde,523,523
Ochtrup,1029,1027
Recke,554,553
Rheine,3896,3888
Saerbeck,225,225
Steinfurt,1539,1529
Tecklenburg,325,325
Westerkappeln,451,449
Wettringen,361,361
