,07_14_2021,07_13_2021
Altenberge,387,387
Emsdetten,1412,1411
Greven,1482,1482
Hopsten,326,326
Hörstel,761,761
Horstmar,203,203
Ibbenbüren,1871,1870
Ladbergen,190,190
Laer,196,196
Lengerich,1123,1123
Lienen,230,230
Lotte,566,565
Metelen,267,267
Mettingen,528,528
Neuenkirchen,466,466
Nordwalde,437,437
Ochtrup,789,789
Recke,500,500
Rheine,3013,3013
Saerbeck,189,189
Steinfurt,1207,1207
Tecklenburg,283,283
Westerkappeln,363,363
Wettringen,291,292
