,01_28_2022,01_27_2022
Altenberge,795,791
Emsdetten,2981,2919
Greven,3316,3267
Hopsten,601,588
Hörstel,1832,1796
Horstmar,478,472
Ibbenbüren,4608,4510
Ladbergen,432,420
Laer,465,463
Lengerich,2704,2664
Lienen,748,722
Lotte,1525,1471
Metelen,529,525
Mettingen,1127,1075
Neuenkirchen,1317,1285
Nordwalde,907,895
Ochtrup,2103,2041
Recke,1022,993
Rheine,7592,7454
Saerbeck,559,538
Steinfurt,3132,3098
Tecklenburg,598,580
Westerkappeln,917,885
Wettringen,889,873
