,09_13_2021,09_12_2021
Altenberge,418,418
Emsdetten,1565,1565
Greven,1747,1742
Hopsten,330,330
Hörstel,839,838
Horstmar,238,238
Ibbenbüren,2134,2132
Ladbergen,214,213
Laer,210,209
Lengerich,1330,1295
Lienen,269,267
Lotte,650,648
Metelen,301,301
Mettingen,563,563
Neuenkirchen,517,515
Nordwalde,492,492
Ochtrup,931,931
Recke,536,535
Rheine,3532,3528
Saerbeck,206,206
Steinfurt,1400,1396
Tecklenburg,301,300
Westerkappeln,412,412
Wettringen,306,306
