,09_22_2021,09_21_2021
Altenberge,423,423
Emsdetten,1592,1592
Greven,1759,1757
Hopsten,333,333
Hörstel,846,845
Horstmar,241,241
Ibbenbüren,2174,2174
Ladbergen,216,215
Laer,210,210
Lengerich,1379,1377
Lienen,273,274
Lotte,658,658
Metelen,303,303
Mettingen,570,570
Neuenkirchen,528,526
Nordwalde,501,501
Ochtrup,956,955
Recke,539,539
Rheine,3598,3596
Saerbeck,212,212
Steinfurt,1433,1424
Tecklenburg,313,313
Westerkappeln,424,423
Wettringen,307,307
