,12_19_2021,12_18_2021
Altenberge,569,569
Emsdetten,2132,2129
Greven,2268,2260
Hopsten,466,461
Hörstel,1183,1182
Horstmar,358,358
Ibbenbüren,3143,3134
Ladbergen,288,287
Laer,319,318
Lengerich,1945,1942
Lienen,496,497
Lotte,1018,1013
Metelen,389,387
Mettingen,746,745
Neuenkirchen,844,839
Nordwalde,673,673
Ochtrup,1336,1335
Recke,741,737
Rheine,4992,4977
Saerbeck,273,272
Steinfurt,2134,2124
Tecklenburg,390,390
Westerkappeln,612,610
Wettringen,598,597
