,01_13_2022,01_12_2022
Altenberge,680,674
Emsdetten,2440,2400
Greven,2714,2687
Hopsten,521,516
Hörstel,1422,1400
Horstmar,432,427
Ibbenbüren,3748,3687
Ladbergen,327,325
Laer,393,387
Lengerich,2185,2166
Lienen,597,593
Lotte,1181,1167
Metelen,463,457
Mettingen,835,818
Neuenkirchen,1013,1003
Nordwalde,782,772
Ochtrup,1615,1568
Recke,818,808
Rheine,6119,6031
Saerbeck,397,387
Steinfurt,2581,2550
Tecklenburg,476,469
Westerkappeln,695,680
Wettringen,675,671
