,02_08_2022,02_07_2022
Altenberge,912,884
Emsdetten,3490,3454
Greven,4005,3927
Hopsten,733,719
Hörstel,2112,2079
Horstmar,561,554
Ibbenbüren,5680,5559
Ladbergen,528,514
Laer,600,570
Lengerich,3291,3216
Lienen,1043,1015
Lotte,1853,1829
Metelen,627,610
Mettingen,1424,1401
Neuenkirchen,1584,1548
Nordwalde,1146,1114
Ochtrup,2646,2591
Recke,1217,1186
Rheine,9011,8877
Saerbeck,695,679
Steinfurt,3679,3633
Tecklenburg,705,688
Westerkappeln,1209,1186
Wettringen,1085,1064
