,09_08_2021,09_07_2021
Altenberge,417,417
Emsdetten,1547,1544
Greven,1708,1696
Hopsten,329,329
Hörstel,826,823
Horstmar,235,233
Ibbenbüren,2116,2113
Ladbergen,209,209
Laer,209,209
Lengerich,1271,1263
Lienen,262,262
Lotte,646,645
Metelen,299,299
Mettingen,561,558
Neuenkirchen,511,507
Nordwalde,483,483
Ochtrup,919,918
Recke,534,534
Rheine,3499,3493
Saerbeck,204,203
Steinfurt,1370,1351
Tecklenburg,298,298
Westerkappeln,412,412
Wettringen,306,304
