,09_04_2021,09_03_2021
Altenberge,417,415
Emsdetten,1531,1531
Greven,1683,1678
Hopsten,329,329
Hörstel,815,815
Horstmar,225,223
Ibbenbüren,2091,2086
Ladbergen,203,203
Laer,208,206
Lengerich,1246,1245
Lienen,260,260
Lotte,641,641
Metelen,295,294
Mettingen,558,558
Neuenkirchen,505,503
Nordwalde,481,479
Ochtrup,904,904
Recke,530,528
Rheine,3464,3452
Saerbeck,203,203
Steinfurt,1338,1334
Tecklenburg,297,297
Westerkappeln,411,410
Wettringen,304,302
