,02_07_2022,02_06_2022
Altenberge,884,881
Emsdetten,3454,3426
Greven,3927,3894
Hopsten,719,715
Hörstel,2079,2067
Horstmar,554,552
Ibbenbüren,5559,5464
Ladbergen,514,511
Laer,570,567
Lengerich,3216,3173
Lienen,1015,990
Lotte,1829,1799
Metelen,610,606
Mettingen,1401,1385
Neuenkirchen,1548,1531
Nordwalde,1114,1101
Ochtrup,2591,2578
Recke,1186,1177
Rheine,8877,8770
Saerbeck,679,667
Steinfurt,3633,3619
Tecklenburg,688,680
Westerkappeln,1186,1156
Wettringen,1064,1054
