,02_15_2022,02_14_2022
Altenberge,1045,1008
Emsdetten,3973,3874
Greven,4553,4453
Hopsten,804,790
Hörstel,2404,2344
Horstmar,718,689
Ibbenbüren,6425,6299
Ladbergen,601,589
Laer,681,660
Lengerich,3714,3625
Lienen,1179,1167
Lotte,2033,2001
Metelen,731,711
Mettingen,1596,1577
Neuenkirchen,1804,1745
Nordwalde,1281,1247
Ochtrup,3098,3026
Recke,1374,1336
Rheine,10241,9922
Saerbeck,783,764
Steinfurt,4133,4047
Tecklenburg,789,778
Westerkappeln,1385,1365
Wettringen,1176,1161
