,06_09_2021,06_08_2021
Altenberge,385,385
Emsdetten,1402,1402
Greven,1474,1475
Hopsten,325,325
Hörstel,762,762
Horstmar,203,203
Ibbenbüren,1864,1863
Ladbergen,189,189
Laer,196,196
Lengerich,1117,1117
Lienen,229,229
Lotte,562,562
Metelen,265,265
Mettingen,526,526
Neuenkirchen,459,458
Nordwalde,436,436
Ochtrup,786,786
Recke,499,499
Rheine,2982,2977
Saerbeck,187,186
Steinfurt,1200,1200
Tecklenburg,284,284
Westerkappeln,362,363
Wettringen,292,292
