,12_06_2021,12_05_2021
Altenberge,513,511
Emsdetten,1961,1955
Greven,2155,2153
Hopsten,432,431
Hörstel,1088,1087
Horstmar,336,336
Ibbenbüren,2848,2837
Ladbergen,274,274
Laer,283,283
Lengerich,1801,1797
Lienen,437,436
Lotte,938,936
Metelen,374,374
Mettingen,697,697
Neuenkirchen,772,770
Nordwalde,580,578
Ochtrup,1257,1256
Recke,684,683
Rheine,4638,4629
Saerbeck,255,254
Steinfurt,1934,1926
Tecklenburg,378,377
Westerkappeln,559,559
Wettringen,514,498
