,09_15_2021,09_14_2021
Altenberge,419,418
Emsdetten,1574,1576
Greven,1748,1749
Hopsten,330,330
Hörstel,841,840
Horstmar,240,239
Ibbenbüren,2144,2135
Ladbergen,214,214
Laer,210,210
Lengerich,1347,1334
Lienen,271,268
Lotte,653,651
Metelen,302,301
Mettingen,564,564
Neuenkirchen,519,518
Nordwalde,494,493
Ochtrup,942,934
Recke,536,536
Rheine,3546,3536
Saerbeck,211,211
Steinfurt,1411,1405
Tecklenburg,310,304
Westerkappeln,416,413
Wettringen,307,307
