,09_06_2021,09_05_2021
Altenberge,417,417
Emsdetten,1540,1537
Greven,1692,1689
Hopsten,329,329
Hörstel,822,821
Horstmar,228,227
Ibbenbüren,2105,2105
Ladbergen,207,204
Laer,208,208
Lengerich,1251,1251
Lienen,260,260
Lotte,641,641
Metelen,297,295
Mettingen,558,558
Neuenkirchen,505,505
Nordwalde,481,481
Ochtrup,911,907
Recke,532,532
Rheine,3478,3467
Saerbeck,203,203
Steinfurt,1340,1339
Tecklenburg,297,297
Westerkappeln,412,411
Wettringen,304,304
