,10_12_2021,10_11_2021
Altenberge,433,431
Emsdetten,1620,1619
Greven,1788,1785
Hopsten,346,345
Hörstel,863,860
Horstmar,247,247
Ibbenbüren,2201,2199
Ladbergen,220,220
Laer,221,221
Lengerich,1410,1407
Lienen,275,275
Lotte,672,668
Metelen,304,304
Mettingen,572,572
Neuenkirchen,557,553
Nordwalde,513,511
Ochtrup,983,981
Recke,545,545
Rheine,3731,3726
Saerbeck,215,215
Steinfurt,1481,1479
Tecklenburg,317,316
Westerkappeln,426,425
Wettringen,343,339
