,02_11_2022,02_10_2022
Altenberge,973,968
Emsdetten,3762,3671
Greven,4343,4231
Hopsten,781,769
Hörstel,2263,2205
Horstmar,644,614
Ibbenbüren,6152,6016
Ladbergen,566,553
Laer,652,634
Lengerich,3530,3449
Lienen,1120,1100
Lotte,1968,1940
Metelen,683,663
Mettingen,1539,1499
Neuenkirchen,1716,1682
Nordwalde,1222,1201
Ochtrup,2970,2855
Recke,1309,1273
Rheine,9695,9494
Saerbeck,751,723
Steinfurt,3949,3876
Tecklenburg,747,737
Westerkappeln,1325,1299
Wettringen,1145,1135
