,09_09_2021,09_08_2021
Altenberge,417,417
Emsdetten,1552,1547
Greven,1716,1708
Hopsten,329,329
Hörstel,828,826
Horstmar,238,235
Ibbenbüren,2122,2116
Ladbergen,213,209
Laer,209,209
Lengerich,1278,1271
Lienen,263,262
Lotte,646,646
Metelen,299,299
Mettingen,562,561
Neuenkirchen,511,511
Nordwalde,487,483
Ochtrup,921,919
Recke,534,534
Rheine,3512,3499
Saerbeck,204,204
Steinfurt,1382,1370
Tecklenburg,299,298
Westerkappeln,412,412
Wettringen,306,306
