,08_12_2021,08_11_2021
Altenberge,402,402
Emsdetten,1443,1441
Greven,1517,1517
Hopsten,327,326
Hörstel,772,771
Horstmar,206,206
Ibbenbüren,1928,1925
Ladbergen,190,190
Laer,201,201
Lengerich,1146,1146
Lienen,231,231
Lotte,590,587
Metelen,279,277
Mettingen,538,538
Neuenkirchen,470,470
Nordwalde,450,446
Ochtrup,824,822
Recke,505,505
Rheine,3125,3106
Saerbeck,194,194
Steinfurt,1222,1222
Tecklenburg,287,287
Westerkappeln,374,374
Wettringen,297,297
