,09_23_2021,09_22_2021
Altenberge,424,423
Emsdetten,1593,1592
Greven,1759,1759
Hopsten,334,333
Hörstel,847,846
Horstmar,242,241
Ibbenbüren,2180,2174
Ladbergen,216,216
Laer,210,210
Lengerich,1383,1379
Lienen,274,273
Lotte,658,658
Metelen,303,303
Mettingen,570,570
Neuenkirchen,528,528
Nordwalde,501,501
Ochtrup,957,956
Recke,539,539
Rheine,3607,3598
Saerbeck,212,212
Steinfurt,1436,1433
Tecklenburg,313,313
Westerkappeln,424,424
Wettringen,306,307
