,11_24_2021,11_23_2021
Altenberge,482,481
Emsdetten,1875,1866
Greven,2016,2002
Hopsten,400,393
Hörstel,1010,1007
Horstmar,317,316
Ibbenbüren,2617,2605
Ladbergen,262,258
Laer,258,256
Lengerich,1677,1657
Lienen,374,370
Lotte,831,821
Metelen,332,330
Mettingen,647,640
Neuenkirchen,707,695
Nordwalde,546,545
Ochtrup,1152,1142
Recke,617,610
Rheine,4342,4312
Saerbeck,243,243
Steinfurt,1767,1764
Tecklenburg,354,353
Westerkappeln,520,515
Wettringen,409,406
