,08_03_2021,08_02_2021
Altenberge,399,398
Emsdetten,1432,1432
Greven,1499,1498
Hopsten,326,326
Hörstel,769,769
Horstmar,206,206
Ibbenbüren,1891,1887
Ladbergen,190,190
Laer,199,199
Lengerich,1134,1132
Lienen,230,230
Lotte,577,577
Metelen,271,271
Mettingen,531,530
Neuenkirchen,467,466
Nordwalde,441,440
Ochtrup,810,810
Recke,505,505
Rheine,3055,3048
Saerbeck,194,194
Steinfurt,1218,1215
Tecklenburg,287,287
Westerkappeln,368,368
Wettringen,294,294
