,02_01_2022,01_31_2022
Altenberge,820,811
Emsdetten,3124,3086
Greven,3497,3427
Hopsten,647,623
Hörstel,1916,1890
Horstmar,493,487
Ibbenbüren,4864,4793
Ladbergen,448,444
Laer,483,478
Lengerich,2847,2793
Lienen,826,807
Lotte,1620,1590
Metelen,553,539
Mettingen,1210,1191
Neuenkirchen,1409,1388
Nordwalde,973,957
Ochtrup,2202,2166
Recke,1075,1047
Rheine,8032,7897
Saerbeck,592,588
Steinfurt,3265,3234
Tecklenburg,622,610
Westerkappeln,997,978
Wettringen,958,939
