,08_18_2021,08_17_2021
Altenberge,404,404
Emsdetten,1451,1451
Greven,1529,1529
Hopsten,328,328
Hörstel,777,777
Horstmar,208,208
Ibbenbüren,1943,1938
Ladbergen,192,191
Laer,200,201
Lengerich,1173,1156
Lienen,232,231
Lotte,601,599
Metelen,286,284
Mettingen,540,540
Neuenkirchen,476,475
Nordwalde,452,452
Ochtrup,842,837
Recke,505,505
Rheine,3191,3168
Saerbeck,194,194
Steinfurt,1242,1238
Tecklenburg,287,287
Westerkappeln,375,375
Wettringen,298,298
