,12_18_2021,12_17_2021
Altenberge,569,564
Emsdetten,2129,2096
Greven,2260,2249
Hopsten,461,456
Hörstel,1182,1177
Horstmar,358,358
Ibbenbüren,3134,3110
Ladbergen,287,286
Laer,318,317
Lengerich,1942,1937
Lienen,497,483
Lotte,1013,1006
Metelen,387,387
Mettingen,745,741
Neuenkirchen,839,838
Nordwalde,673,669
Ochtrup,1335,1326
Recke,737,736
Rheine,4977,4930
Saerbeck,272,271
Steinfurt,2124,2111
Tecklenburg,390,390
Westerkappeln,610,607
Wettringen,597,592
