,02_14_2022,02_13_2022
Altenberge,1008,1007
Emsdetten,3874,3864
Greven,4453,4412
Hopsten,790,788
Hörstel,2344,2326
Horstmar,689,687
Ibbenbüren,6299,6289
Ladbergen,589,584
Laer,660,659
Lengerich,3625,3614
Lienen,1167,1156
Lotte,2001,2001
Metelen,711,708
Mettingen,1577,1575
Neuenkirchen,1745,1739
Nordwalde,1247,1245
Ochtrup,3026,3021
Recke,1336,1333
Rheine,9922,9880
Saerbeck,764,756
Steinfurt,4047,4044
Tecklenburg,778,772
Westerkappeln,1365,1362
Wettringen,1161,1160
