,08_17_2021,08_16_2021
Altenberge,404,405
Emsdetten,1451,1448
Greven,1529,1523
Hopsten,328,328
Hörstel,777,778
Horstmar,208,208
Ibbenbüren,1938,1936
Ladbergen,191,191
Laer,201,201
Lengerich,1156,1151
Lienen,231,231
Lotte,599,598
Metelen,284,280
Mettingen,540,540
Neuenkirchen,475,474
Nordwalde,452,451
Ochtrup,837,831
Recke,505,505
Rheine,3168,3154
Saerbeck,194,194
Steinfurt,1238,1237
Tecklenburg,287,287
Westerkappeln,375,375
Wettringen,298,298
