,12_17_2021,12_16_2021
Altenberge,564,562
Emsdetten,2096,2084
Greven,2249,2241
Hopsten,456,454
Hörstel,1177,1162
Horstmar,358,357
Ibbenbüren,3110,3087
Ladbergen,286,286
Laer,317,315
Lengerich,1937,1927
Lienen,483,478
Lotte,1006,1004
Metelen,387,386
Mettingen,741,738
Neuenkirchen,838,833
Nordwalde,669,664
Ochtrup,1326,1316
Recke,736,734
Rheine,4930,4896
Saerbeck,271,270
Steinfurt,2111,2099
Tecklenburg,390,390
Westerkappeln,607,605
Wettringen,592,590
