,06_01_2021,05_31_2021
Altenberge,384,384
Emsdetten,1396,1392
Greven,1469,1468
Hopsten,325,322
Hörstel,757,756
Horstmar,203,203
Ibbenbüren,1863,1863
Ladbergen,189,189
Laer,196,196
Lengerich,1114,1113
Lienen,229,229
Lotte,557,556
Metelen,265,264
Mettingen,524,524
Neuenkirchen,457,457
Nordwalde,435,434
Ochtrup,785,784
Recke,499,499
Rheine,2962,2955
Saerbeck,185,185
Steinfurt,1198,1198
Tecklenburg,284,284
Westerkappeln,363,363
Wettringen,291,290
