,11_11_2021,11_10_2021
Altenberge,468,467
Emsdetten,1802,1786
Greven,1915,1907
Hopsten,372,372
Hörstel,948,948
Horstmar,295,292
Ibbenbüren,2438,2431
Ladbergen,231,231
Laer,231,229
Lengerich,1496,1494
Lienen,308,305
Lotte,777,771
Metelen,308,307
Mettingen,600,599
Neuenkirchen,660,657
Nordwalde,529,528
Ochtrup,1064,1061
Recke,574,571
Rheine,4058,4048
Saerbeck,232,232
Steinfurt,1620,1604
Tecklenburg,333,333
Westerkappeln,482,479
Wettringen,383,374
