,10_06_2021,10_05_2021
Altenberge,427,427
Emsdetten,1610,1609
Greven,1782,1782
Hopsten,342,343
Hörstel,856,855
Horstmar,246,247
Ibbenbüren,2192,2193
Ladbergen,218,218
Laer,216,214
Lengerich,1400,1399
Lienen,275,275
Lotte,665,663
Metelen,303,303
Mettingen,570,570
Neuenkirchen,549,546
Nordwalde,506,506
Ochtrup,975,974
Recke,544,544
Rheine,3668,3663
Saerbeck,214,213
Steinfurt,1457,1456
Tecklenburg,316,316
Westerkappeln,424,425
Wettringen,313,311
