,11_16_2021,11_15_2021
Altenberge,472,469
Emsdetten,1825,1821
Greven,1938,1932
Hopsten,377,375
Hörstel,971,964
Horstmar,300,297
Ibbenbüren,2482,2468
Ladbergen,238,237
Laer,234,233
Lengerich,1526,1516
Lienen,317,315
Lotte,797,788
Metelen,313,313
Mettingen,606,604
Neuenkirchen,674,670
Nordwalde,530,529
Ochtrup,1077,1075
Recke,581,579
Rheine,4154,4136
Saerbeck,234,233
Steinfurt,1667,1654
Tecklenburg,335,334
Westerkappeln,495,490
Wettringen,386,383
