,01_25_2022,01_24_2022
Altenberge,761,749
Emsdetten,2779,2734
Greven,3104,3075
Hopsten,567,565
Hörstel,1724,1697
Horstmar,460,459
Ibbenbüren,4293,4248
Ladbergen,399,397
Laer,431,427
Lengerich,2499,2463
Lienen,676,664
Lotte,1343,1324
Metelen,504,493
Mettingen,1001,987
Neuenkirchen,1227,1190
Nordwalde,869,853
Ochtrup,1897,1870
Recke,945,930
Rheine,7111,7028
Saerbeck,502,484
Steinfurt,2968,2924
Tecklenburg,546,543
Westerkappeln,811,797
Wettringen,798,784
