,12_14_2021,12_13_2021
Altenberge,547,546
Emsdetten,2038,2026
Greven,2205,2205
Hopsten,440,438
Hörstel,1138,1133
Horstmar,345,345
Ibbenbüren,3006,2994
Ladbergen,283,283
Laer,302,301
Lengerich,1886,1875
Lienen,460,459
Lotte,981,976
Metelen,382,382
Mettingen,724,725
Neuenkirchen,808,806
Nordwalde,638,638
Ochtrup,1302,1296
Recke,716,713
Rheine,4808,4787
Saerbeck,260,260
Steinfurt,2050,2037
Tecklenburg,383,383
Westerkappeln,588,586
Wettringen,569,562
