,01_01_2022,12_31_2021
Altenberge,611,609
Emsdetten,2215,2214
Greven,2428,2417
Hopsten,484,484
Hörstel,1289,1282
Horstmar,372,372
Ibbenbüren,3377,3370
Ladbergen,299,299
Laer,347,346
Lengerich,2035,2034
Lienen,546,546
Lotte,1083,1080
Metelen,406,404
Mettingen,769,768
Neuenkirchen,916,917
Nordwalde,716,716
Ochtrup,1397,1388
Recke,767,760
Rheine,5389,5366
Saerbeck,328,320
Steinfurt,2291,2288
Tecklenburg,412,412
Westerkappeln,632,631
Wettringen,626,623
