,05_31_2021,05_30_2021
Altenberge,384,384
Emsdetten,1392,1388
Greven,1468,1468
Hopsten,322,322
Hörstel,756,756
Horstmar,203,203
Ibbenbüren,1863,1863
Ladbergen,189,189
Laer,196,196
Lengerich,1113,1113
Lienen,229,229
Lotte,556,556
Metelen,264,264
Mettingen,524,524
Neuenkirchen,457,457
Nordwalde,434,434
Ochtrup,784,783
Recke,499,499
Rheine,2955,2954
Saerbeck,185,185
Steinfurt,1198,1199
Tecklenburg,284,284
Westerkappeln,363,363
Wettringen,290,290
