,12_22_2021,12_21_2021
Altenberge,582,576
Emsdetten,2164,2150
Greven,2299,2288
Hopsten,472,470
Hörstel,1202,1194
Horstmar,364,363
Ibbenbüren,3211,3181
Ladbergen,292,292
Laer,332,323
Lengerich,1960,1953
Lienen,504,503
Lotte,1033,1024
Metelen,390,390
Mettingen,750,749
Neuenkirchen,871,858
Nordwalde,688,683
Ochtrup,1347,1339
Recke,744,741
Rheine,5065,5034
Saerbeck,279,276
Steinfurt,2176,2161
Tecklenburg,394,390
Westerkappeln,620,614
Wettringen,603,601
