,11_03_2021,11_02_2021
Altenberge,457,455
Emsdetten,1696,1693
Greven,1838,1835
Hopsten,367,366
Hörstel,916,914
Horstmar,264,260
Ibbenbüren,2362,2357
Ladbergen,222,222
Laer,223,222
Lengerich,1461,1457
Lienen,301,300
Lotte,734,733
Metelen,304,304
Mettingen,583,581
Neuenkirchen,629,623
Nordwalde,523,523
Ochtrup,1036,1035
Recke,556,554
Rheine,3914,3903
Saerbeck,226,225
Steinfurt,1544,1541
Tecklenburg,326,324
Westerkappeln,457,453
Wettringen,362,361
