,01_14_2022,01_13_2022
Altenberge,685,680
Emsdetten,2489,2440
Greven,2753,2714
Hopsten,524,521
Hörstel,1446,1422
Horstmar,435,432
Ibbenbüren,3805,3748
Ladbergen,332,327
Laer,397,393
Lengerich,2208,2185
Lienen,601,597
Lotte,1197,1181
Metelen,464,463
Mettingen,843,835
Neuenkirchen,1028,1013
Nordwalde,790,782
Ochtrup,1640,1615
Recke,825,818
Rheine,6196,6119
Saerbeck,403,397
Steinfurt,2634,2581
Tecklenburg,484,476
Westerkappeln,704,695
Wettringen,688,675
