,12_16_2021,12_15_2021
Altenberge,562,558
Emsdetten,2084,2068
Greven,2241,2229
Hopsten,454,449
Hörstel,1162,1155
Horstmar,357,350
Ibbenbüren,3087,3066
Ladbergen,286,285
Laer,315,312
Lengerich,1927,1914
Lienen,478,471
Lotte,1004,995
Metelen,386,384
Mettingen,738,737
Neuenkirchen,833,823
Nordwalde,664,658
Ochtrup,1316,1309
Recke,734,731
Rheine,4896,4874
Saerbeck,270,266
Steinfurt,2099,2084
Tecklenburg,390,385
Westerkappeln,605,600
Wettringen,590,589
