,Gesamtfallzahlen,neu
Bedburg,1533,8
Bergheim,5000,29
Brühl,3128,16
Elsdorf,1406,1
Erftstadt,2786,8
Frechen,3994,22
Hürth,4973,40
Kerpen,4987,21
Pulheim,3231,24
Wesseling,3300,13
