,Gesamtfallzahlen,neu
Bedburg,1057,0
Bergheim,3443,5
Brühl,2324,0
Elsdorf,991,2
Erftstadt,1870,5
Frechen,2807,3
Hürth,3096,8
Kerpen,3468,6
Pulheim,1972,2
Wesseling,2452,7
